,feature,accuracy,std_accuracy,precision_w,std_precision_w,recall_w,std_recall_w,f1_w,std_f1_w,matthews,std_matthews
170,"['list_m', 'mutinf', 'diferencias', 'entropias', 'sumas']",0.76,0.036502613105061005,0.77,0.036676756142892564,0.76,0.036502613105061005,0.76,0.035405556599017875,0.57,0.06067768026039072
171,"['list_m', 'max_info', 'diferencias', 'entropias', 'sumas']",0.76,0.039673320959695814,0.77,0.03996374006173653,0.76,0.039673320959695814,0.76,0.038829141156998224,0.57,0.06414622325745364
172,"['mutinf', 'max_info', 'diferencias', 'entropias', 'sumas']",0.76,0.035577017127286226,0.77,0.0365328077586894,0.76,0.035577017127286226,0.75,0.034772037579544335,0.56,0.057212192819005796
173,"['list_m', 'mutinf', 'max_info', 'distancias', 'sumas']",0.76,0.03486152068655274,0.77,0.03470270367695963,0.76,0.03486152068655274,0.76,0.033652862389817094,0.57,0.05837404078444868
174,"['list_m', 'mutinf', 'diferencias', 'distancias', 'sumas']",0.76,0.035130750442486945,0.77,0.03491323644434029,0.76,0.035130750442486945,0.76,0.03410786634236393,0.57,0.05866694889423427
175,"['list_m', 'max_info', 'diferencias', 'distancias', 'sumas']",0.76,0.03820451462889543,0.77,0.03758403093803512,0.76,0.03820451462889543,0.76,0.03731330512571292,0.57,0.06220813235317832
176,"['mutinf', 'max_info', 'diferencias', 'distancias', 'sumas']",0.76,0.03653770647184557,0.77,0.03705151279837398,0.76,0.03653770647184557,0.76,0.035456760228024214,0.57,0.05954207548377096
177,"['list_m', 'mutinf', 'entropias', 'distancias', 'sumas']",0.76,0.03426955114373331,0.77,0.03357327065999099,0.76,0.03426955114373331,0.76,0.03317125125818535,0.57,0.05895198533310048
178,"['list_m', 'max_info', 'entropias', 'distancias', 'sumas']",0.76,0.0398016528544807,0.77,0.03941168936294657,0.76,0.0398016528544807,0.76,0.0389274587806747,0.57,0.06604599587275878
179,"['mutinf', 'max_info', 'entropias', 'distancias', 'sumas']",0.76,0.03594108612711905,0.77,0.0364590889497336,0.76,0.03594108612711905,0.75,0.03505632645570107,0.56,0.059471171084568106
180,"['list_m', 'diferencias', 'entropias', 'distancias', 'sumas']",0.76,0.03817644343817799,0.77,0.03744239382306278,0.76,0.03817644343817799,0.76,0.037285039041240885,0.57,0.06161283990614217
