,feature,accuracy,std_accuracy,precision_w,std_precision_w,recall_w,std_recall_w,f1_w,std_f1_w,matthews,std_matthews
63,"['list_m', 'mutinf', 'max_info', 'diferencias']",0.66,0.11564357958831956,0.6,0.16808307760695754,0.66,0.11564357958831956,0.62,0.15165771736534345,0.33,0.23613486883402038
64,"['list_m', 'mutinf', 'max_info', 'entropias']",0.66,0.1195630064024822,0.6,0.17422939602215495,0.66,0.1195630064024822,0.62,0.15711977418460288,0.33,0.24823736715690742
65,"['list_m', 'mutinf', 'diferencias', 'entropias']",0.66,0.11718708333259258,0.6,0.1700679274874709,0.66,0.11718708333259258,0.62,0.15397516809328474,0.33,0.24126227490497484
66,"['list_m', 'max_info', 'diferencias', 'entropias']",0.67,0.11523583155859118,0.6,0.16800714372172418,0.67,0.11523583155859118,0.62,0.15175030716838686,0.34,0.23476110682991763
67,"['mutinf', 'max_info', 'diferencias', 'entropias']",0.67,0.11988764271183246,0.6,0.17241383814096667,0.67,0.11988764271183246,0.62,0.1568497817172725,0.33,0.24945659052172764
68,"['list_m', 'mutinf', 'max_info', 'distancias']",0.66,0.11127106542133944,0.59,0.1639209819368679,0.66,0.11127106542133944,0.61,0.1474286273216388,0.32,0.2257199322042312
69,"['list_m', 'mutinf', 'diferencias', 'distancias']",0.64,0.11175272647680681,0.58,0.16104254641684887,0.64,0.11175272647680681,0.6,0.14411248275726837,0.29,0.22263825698988737
70,"['list_m', 'max_info', 'diferencias', 'distancias']",0.64,0.10595363077780771,0.58,0.15142316975242498,0.64,0.10595363077780771,0.6,0.13757652110623014,0.29,0.20757306068671535
71,"['mutinf', 'max_info', 'diferencias', 'distancias']",0.67,0.11943061531701157,0.6,0.17233053917773075,0.67,0.11943061531701157,0.62,0.15553015535825945,0.34,0.24477932484997933
72,"['list_m', 'mutinf', 'entropias', 'distancias']",0.66,0.11455757286185844,0.59,0.1688131909130122,0.66,0.11455757286185844,0.61,0.15302410926711119,0.33,0.2383345071916926
73,"['list_m', 'max_info', 'entropias', 'distancias']",0.66,0.10933749356922355,0.6,0.15420917413805957,0.66,0.10933749356922355,0.61,0.14267678114424373,0.33,0.21481122565191668
74,"['mutinf', 'max_info', 'entropias', 'distancias']",0.66,0.12073343571687174,0.6,0.1754205342058496,0.66,0.12073343571687174,0.62,0.1580655391783636,0.33,0.2510783967961413
75,"['list_m', 'diferencias', 'entropias', 'distancias']",0.63,0.10224816624272536,0.57,0.14797278852061793,0.63,0.10224816624272536,0.59,0.13291704196127216,0.28,0.20023629377998545
76,"['mutinf', 'diferencias', 'entropias', 'distancias']",0.67,0.12021302706029825,0.6,0.17232040459291773,0.67,0.12021302706029825,0.62,0.15642739242803883,0.34,0.24610985847956246
77,"['max_info', 'diferencias', 'entropias', 'distancias']",0.67,0.11685160193595978,0.6,0.16889138134662068,0.67,0.11685160193595978,0.62,0.15299427754112205,0.34,0.2374328357849651
78,"['list_m', 'mutinf', 'max_info', 'sumas']",0.66,0.1211452511450614,0.6,0.17589256415732785,0.66,0.1211452511450614,0.62,0.15840565944931037,0.33,0.2514465449920287
79,"['list_m', 'mutinf', 'diferencias', 'sumas']",0.66,0.11400897716846686,0.59,0.1677223552263824,0.66,0.11400897716846686,0.61,0.15056167066337373,0.32,0.2349878051883813
80,"['list_m', 'max_info', 'diferencias', 'sumas']",0.66,0.12131441587874046,0.6,0.17437237037582162,0.66,0.12131441587874046,0.62,0.15731742543922364,0.33,0.24862674154459127
81,"['mutinf', 'max_info', 'diferencias', 'sumas']",0.66,0.12077872329181162,0.6,0.17530263204043617,0.66,0.12077872329181162,0.62,0.15836616389821345,0.33,0.25072114791367067
82,"['list_m', 'mutinf', 'entropias', 'sumas']",0.66,0.11795622864011888,0.59,0.1732669755535294,0.66,0.11795622864011888,0.61,0.15613491332311624,0.32,0.24827365516031671
83,"['list_m', 'max_info', 'entropias', 'sumas']",0.67,0.120017902310447,0.6,0.17526778933463524,0.67,0.120017902310447,0.62,0.1573929997009987,0.33,0.24915005546242794
84,"['mutinf', 'max_info', 'entropias', 'sumas']",0.66,0.11960873713905687,0.6,0.17436597616169391,0.66,0.11960873713905687,0.62,0.15717884134920188,0.33,0.2490020680778932
85,"['list_m', 'diferencias', 'entropias', 'sumas']",0.66,0.1124305341088443,0.6,0.16509649909229954,0.66,0.1124305341088443,0.62,0.1489396672990128,0.33,0.2285905116773585
86,"['mutinf', 'diferencias', 'entropias', 'sumas']",0.66,0.11715874647246784,0.59,0.1722530138424099,0.66,0.11715874647246784,0.61,0.15531041902796763,0.32,0.24594048578631908
87,"['max_info', 'diferencias', 'entropias', 'sumas']",0.66,0.11956300640248219,0.6,0.17421826785182645,0.66,0.11956300640248219,0.62,0.15709698810995898,0.33,0.24855276217109254
88,"['list_m', 'mutinf', 'distancias', 'sumas']",0.66,0.1142502735226485,0.59,0.16588765041340775,0.66,0.1142502735226485,0.61,0.14975555581832894,0.32,0.23244832381676964
89,"['list_m', 'max_info', 'distancias', 'sumas']",0.66,0.11601454650172108,0.59,0.16734292305468798,0.66,0.11601454650172108,0.61,0.1510439459616347,0.32,0.2342894205489776
90,"['mutinf', 'max_info', 'distancias', 'sumas']",0.66,0.1217371014728049,0.59,0.1758822145158309,0.66,0.1217371014728049,0.62,0.1584549917260656,0.33,0.2524104423796865
91,"['list_m', 'diferencias', 'distancias', 'sumas']",0.64,0.1032593821403169,0.58,0.1496161481373829,0.64,0.1032593821403169,0.6,0.13530868933691723,0.3,0.20279817817092657
92,"['mutinf', 'diferencias', 'distancias', 'sumas']",0.66,0.1157094286348351,0.59,0.16861611798858256,0.66,0.1157094286348351,0.61,0.15201753723371933,0.32,0.23863237300327672
93,"['max_info', 'diferencias', 'distancias', 'sumas']",0.66,0.1216086833865082,0.6,0.17215361786277533,0.66,0.1216086833865082,0.62,0.15661509677304838,0.33,0.2505841775648735
94,"['list_m', 'entropias', 'distancias', 'sumas']",0.66,0.10821708506515966,0.59,0.15275866716203942,0.66,0.10821708506515966,0.61,0.14100884544883982,0.32,0.21172053307400465
95,"['mutinf', 'entropias', 'distancias', 'sumas']",0.66,0.12131441587874048,0.6,0.17604294625977038,0.66,0.12131441587874048,0.62,0.15917987140190587,0.33,0.2554416856583201
96,"['max_info', 'entropias', 'distancias', 'sumas']",0.67,0.12000000000000001,0.6,0.17505427277844063,0.67,0.12000000000000001,0.62,0.1572836576541995,0.33,0.24904002636665548
97,"['diferencias', 'entropias', 'distancias', 'sumas']",0.66,0.11456439237389601,0.6,0.16633829275687576,0.66,0.11456439237389601,0.62,0.1505140813116363,0.33,0.23230605518866004
98,"['list_m', 'mutinf', 'max_info', 'diferencias', 'entropias']",0.66,0.1178104277006072,0.6,0.17058524594608254,0.66,0.1178104277006072,0.62,0.15460028320167424,0.33,0.24247529522209016
99,"['list_m', 'mutinf', 'max_info', 'diferencias', 'distancias']",0.64,0.11019159450702219,0.58,0.16160072080636387,0.64,0.11019159450702219,0.6,0.14355759523196152,0.29,0.22202099448160487
100,"['list_m', 'mutinf', 'max_info', 'entropias', 'distancias']",0.66,0.11474155742362921,0.59,0.1703946014230054,0.66,0.11474155742362921,0.61,0.15382387253869872,0.32,0.2401685419378464
101,"['list_m', 'mutinf', 'diferencias', 'entropias', 'distancias']",0.63,0.10899218722000215,0.57,0.15227713609937155,0.63,0.10899218722000215,0.59,0.13900631931371293,0.28,0.2120544070977231
102,"['list_m', 'max_info', 'diferencias', 'entropias', 'distancias']",0.64,0.10143309063121365,0.57,0.14760592224937502,0.64,0.10143309063121365,0.59,0.13314909277533188,0.29,0.19873393001284426
103,"['mutinf', 'max_info', 'diferencias', 'entropias', 'distancias']",0.67,0.12073181798929393,0.6,0.1725821694308487,0.67,0.12073181798929393,0.62,0.15697431626838104,0.34,0.24746799160727767
104,"['list_m', 'mutinf', 'max_info', 'diferencias', 'sumas']",0.66,0.12270391191808026,0.6,0.17574658100878499,0.66,0.12270391191808026,0.62,0.15888134066532655,0.33,0.2542430095410905
105,"['list_m', 'mutinf', 'max_info', 'entropias', 'sumas']",0.67,0.11951072127637755,0.6,0.1749554491753024,0.67,0.11951072127637755,0.62,0.15733132430979874,0.34,0.24868132998294828
106,"['list_m', 'mutinf', 'diferencias', 'entropias', 'sumas']",0.66,0.11718708333259258,0.6,0.1700679274874709,0.66,0.11718708333259258,0.62,0.15397516809328474,0.33,0.24126227490497484
107,"['list_m', 'max_info', 'diferencias', 'entropias', 'sumas']",0.66,0.11993487816310984,0.6,0.17065185697255056,0.66,0.11993487816310984,0.62,0.1551712482330722,0.34,0.24370601746736256
108,"['mutinf', 'max_info', 'diferencias', 'entropias', 'sumas']",0.67,0.11980452829505235,0.6,0.1747081600120719,0.67,0.11980452829505235,0.62,0.15751305564429188,0.33,0.24926921575173636
109,"['list_m', 'mutinf', 'max_info', 'distancias', 'sumas']",0.66,0.11295048694007477,0.59,0.1655970775514303,0.66,0.11295048694007477,0.61,0.14905974702663127,0.32,0.22920579500724048
110,"['list_m', 'mutinf', 'diferencias', 'distancias', 'sumas']",0.64,0.10769422860580784,0.58,0.15896259933639706,0.64,0.10769422860580784,0.6,0.1415623872245493,0.29,0.21359464117875088
111,"['list_m', 'max_info', 'diferencias', 'distancias', 'sumas']",0.64,0.10297147663309486,0.58,0.14967029626269207,0.64,0.10297147663309486,0.6,0.1349461034751222,0.29,0.20085723870518074
112,"['mutinf', 'max_info', 'diferencias', 'distancias', 'sumas']",0.66,0.12472469683266421,0.6,0.17726221695438443,0.66,0.12472469683266421,0.62,0.16066678697233988,0.33,0.2583718940628123
113,"['list_m', 'mutinf', 'entropias', 'distancias', 'sumas']",0.66,0.11356956843714783,0.59,0.16898537001111996,0.66,0.11356956843714783,0.61,0.15251996787627473,0.33,0.23602530139404754
114,"['list_m', 'max_info', 'entropias', 'distancias', 'sumas']",0.66,0.10980095627998875,0.6,0.15502825689972752,0.66,0.10980095627998875,0.61,0.1436093686694624,0.33,0.21520821149426714
115,"['mutinf', 'max_info', 'entropias', 'distancias', 'sumas']",0.67,0.12073181798929393,0.6,0.17553176323767994,0.67,0.12073181798929393,0.62,0.15806932348819872,0.33,0.2509555125219686
116,"['list_m', 'diferencias', 'entropias', 'distancias', 'sumas']",0.63,0.10173494974687904,0.57,0.14863640448671162,0.63,0.10173494974687904,0.59,0.13319086388682486,0.28,0.19874468368145867
117,"['mutinf', 'diferencias', 'entropias', 'distancias', 'sumas']",0.67,0.11888807761924658,0.6,0.1713903484122992,0.67,0.11888807761924658,0.62,0.15579045014604573,0.33,0.24475267322619781
118,"['max_info', 'diferencias', 'entropias', 'distancias', 'sumas']",0.67,0.1193799082760579,0.6,0.1713137747238352,0.67,0.1193799082760579,0.62,0.15554483443847028,0.34,0.24659924383858461
119,"['list_m', 'mutinf', 'max_info', 'diferencias', 'entropias', 'distancias']",0.63,0.1099627067464238,0.57,0.15476038413174656,0.63,0.1099627067464238,0.59,0.14002866332862335,0.27,0.21635019519025644
120,"['list_m', 'mutinf', 'max_info', 'diferencias', 'entropias', 'sumas']",0.67,0.11945677827147358,0.6,0.17189082437891332,0.67,0.11945677827147358,0.62,0.15632176224636452,0.34,0.24605173314232787
121,"['list_m', 'mutinf', 'max_info', 'diferencias', 'distancias', 'sumas']",0.64,0.10635289135702893,0.57,0.15896281845536867,0.64,0.10635289135702893,0.6,0.14132976229062813,0.29,0.21358921227001795
122,"['list_m', 'mutinf', 'max_info', 'entropias', 'distancias', 'sumas']",0.66,0.11533070655727382,0.59,0.17130812936183162,0.66,0.11533070655727382,0.61,0.15461125277460833,0.32,0.24055253063080348
123,"['list_m', 'mutinf', 'diferencias', 'entropias', 'distancias', 'sumas']",0.63,0.10867633999633959,0.57,0.15302407426405248,0.63,0.10867633999633959,0.59,0.13899458154972377,0.28,0.21088719295010433
124,"['list_m', 'max_info', 'diferencias', 'entropias', 'distancias', 'sumas']",0.63,0.10374811745280008,0.57,0.15070250097401336,0.63,0.10374811745280008,0.59,0.13530832430744125,0.28,0.20477167806253074
125,"['mutinf', 'max_info', 'diferencias', 'entropias', 'distancias', 'sumas']",0.67,0.12037701192503492,0.6,0.17259986695996354,0.67,0.12037701192503492,0.62,0.1569055308834955,0.34,0.24742472014413153
126,"['list_m', 'mutinf', 'max_info', 'diferencias', 'entropias', 'distancias', 'sumas']",0.63,0.10917839472624609,0.58,0.15377580269792276,0.63,0.10917839472624609,0.59,0.13839667329180358,0.29,0.20828404464946065
